SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_HOUSING_TYPE,DAYS_BIRTH,OCCUPATION_TYPE,ORGANIZATION_TYPE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8
100175,0,Cash loans,F,N,Y,202500,1251072,45067.5,1080000,Working,Secondary / secondary special,House / apartment,-16296,Others,Industry: type 7,0,1,0,0,0,0,0
100176,0,Cash loans,F,N,Y,135000,1078200,31653,900000,Working,Secondary / secondary special,House / apartment,-17682,Laborers,Government,0,1,0,0,0,0,0
100177,0,Cash loans,M,N,N,112500,312682.5,33309,297000,Working,Secondary / secondary special,House / apartment,-14311,Others,Self-employed,0,1,0,0,0,0,0
100178,0,Cash loans,F,N,Y,119250,679500,28917,679500,Working,Higher education,House / apartment,-19286,Others,Self-employed,0,1,0,0,0,0,0
100179,0,Cash loans,F,Y,N,202500,675000,53329.5,675000,Commercial associate,Higher education,House / apartment,-11375,Managers,Trade: type 7,0,0,0,0,0,0,1
100180,0,Cash loans,F,N,Y,315000,1288350,37800,1125000,Commercial associate,Higher education,House / apartment,-15581,Accountants,Transport: type 4,0,1,0,0,0,0,0
100181,1,Cash loans,F,N,Y,157500,245619,12667.5,166500,Working,Secondary / secondary special,House / apartment,-17538,Private service staff,Business Entity Type 3,0,1,0,0,0,0,0
100182,0,Revolving loans,F,N,Y,112500,135000,6750,135000,Working,Secondary / secondary special,House / apartment,-13558,Core staff,Government,0,0,0,0,0,0,0
100183,0,Cash loans,F,N,Y,103500,239850,23494.5,225000,Pensioner,Secondary / secondary special,House / apartment,-24729,Others,Others,0,0,0,0,1,0,0
100185,0,Cash loans,M,N,Y,58500,187704,10903.5,148500,Pensioner,Secondary / secondary special,House / apartment,-20215,Others,Others,0,1,0,0,0,0,0
100186,0,Cash loans,F,N,Y,117000,269550,13095,225000,Pensioner,Secondary / secondary special,House / apartment,-21861,Others,Others,0,1,0,0,0,0,0
100188,0,Cash loans,F,N,N,225000,1325475,56290.5,1125000,Working,Higher education,Office apartment,-15323,Core staff,School,0,1,0,0,0,0,0
100189,0,Cash loans,F,N,Y,135000,263844,14440.5,189000,Working,Incomplete higher,House / apartment,-16807,Sales staff,Trade: type 7,0,1,0,0,0,0,0
100190,0,Cash loans,M,Y,N,162000,263686.5,24781.5,238500,Commercial associate,Higher education,House / apartment,-13972,Laborers,Government,0,1,0,0,0,0,0
100191,0,Cash loans,F,N,Y,112500,544491,17563.5,454500,Working,Higher education,House / apartment,-21819,High skill tech staff,Business Entity Type 2,0,1,0,0,0,0,0
100192,1,Cash loans,F,N,N,111915,225000,21037.5,225000,Commercial associate,Secondary / secondary special,With parents,-7989,Core staff,Trade: type 3,0,0,0,0,0,0,0
100193,0,Cash loans,F,Y,N,225000,296280,15124.5,225000,Commercial associate,Secondary / secondary special,House / apartment,-17879,Others,Others,0,0,0,0,0,0,1
100194,0,Revolving loans,F,N,Y,157500,315000,15750,315000,Working,Higher education,House / apartment,-12805,Laborers,Industry: type 3,0,0,0,0,0,0,0
100195,0,Cash loans,M,Y,Y,90000,336150,9373.5,202500,Commercial associate,Higher education,House / apartment,-10887,Others,Trade: type 3,0,0,0,0,0,0,0
100196,0,Cash loans,F,Y,Y,164250,755190,32125.5,675000,Working,Higher education,House / apartment,-11568,Secretaries,Construction,0,1,0,0,0,0,0
100197,0,Cash loans,F,N,N,157500,497520,28692,450000,Working,Secondary / secondary special,House / apartment,-12019,Sales staff,Self-employed,0,1,0,0,0,0,0
100198,0,Cash loans,M,Y,Y,135000,531000,32616,531000,Working,Secondary / secondary special,House / apartment,-13116,Drivers,Self-employed,0,1,0,0,0,0,0
100199,0,Cash loans,F,N,Y,112500,269550,18891,225000,Working,Secondary / secondary special,House / apartment,-20858,Cleaning staff,Industry: type 3,0,1,0,0,0,0,0
100200,0,Cash loans,F,N,N,216000,450000,27193.5,450000,Working,Secondary / secondary special,House / apartment,-16891,Others,Business Entity Type 3,0,0,0,0,0,0,1
100201,0,Cash loans,F,N,Y,180000,675000,36747,675000,Commercial associate,Higher education,House / apartment,-12147,Core staff,Trade: type 2,0,1,0,0,0,0,0
100202,0,Cash loans,F,N,N,67500,127350,6597,112500,Pensioner,Secondary / secondary special,House / apartment,-22994,Others,Others,0,0,0,0,1,0,0
100203,0,Cash loans,F,N,N,54000,119925,11097,112500,Pensioner,Secondary / secondary special,House / apartment,-25104,Others,Others,0,0,0,0,1,0,0
100204,0,Cash loans,F,N,Y,81000,532494,30699,454500,Pensioner,Secondary / secondary special,House / apartment,-19525,Others,Others,0,1,0,0,0,0,0
100205,0,Cash loans,F,N,Y,63000,808650,26217,675000,Working,Secondary / secondary special,House / apartment,-18302,Laborers,Housing,0,1,0,0,0,0,0
100206,0,Cash loans,M,Y,N,157500,318528,25294.5,252000,Commercial associate,Secondary / secondary special,House / apartment,-12027,Drivers,Business Entity Type 3,0,0,0,0,0,0,1
100207,0,Cash loans,F,N,Y,157500,700830,22738.5,585000,Working,Secondary / secondary special,House / apartment,-16518,Waiters/barmen staff,Government,0,1,0,0,0,0,0
100208,0,Cash loans,M,N,N,180000,888840,29016,675000,Commercial associate,Secondary / secondary special,House / apartment,-12648,Laborers,Self-employed,0,1,0,0,0,0,0
100209,1,Revolving loans,M,N,Y,180000,540000,27000,540000,Commercial associate,Higher education,House / apartment,-15326,High skill tech staff,Construction,0,0,0,0,0,0,0
100210,0,Cash loans,F,N,Y,202500,771493.5,25627.5,666000,Working,Higher education,House / apartment,-16475,Core staff,School,0,1,0,0,0,0,0
100211,0,Cash loans,M,N,N,225000,746280,49873.5,675000,Commercial associate,Secondary / secondary special,House / apartment,-14033,Cooking staff,Others,0,1,0,0,0,0,0
100213,0,Cash loans,F,N,N,49500,278460,19930.5,225000,Working,Secondary / secondary special,House / apartment,-13873,Laborers,Industry: type 3,0,1,0,0,0,0,0
100214,1,Cash loans,F,N,Y,202500,436032,28516.5,360000,Commercial associate,Higher education,House / apartment,-10127,Others,Business Entity Type 3,0,1,0,0,0,0,0
100215,0,Cash loans,F,Y,N,90000,227520,8172,180000,Pensioner,Secondary / secondary special,House / apartment,-21703,Others,Others,0,0,0,0,1,0,0
100216,0,Cash loans,F,N,N,90000,67500,6705,67500,Working,Secondary / secondary special,Municipal apartment,-19785,Sales staff,Business Entity Type 3,0,1,0,0,0,0,0
100217,0,Cash loans,F,N,N,180000,254700,25321.5,225000,Working,Secondary / secondary special,House / apartment,-13620,Laborers,Self-employed,0,1,0,0,0,0,0
100218,0,Cash loans,M,Y,Y,337500,876078,49050,765000,Commercial associate,Higher education,House / apartment,-13210,Drivers,Business Entity Type 3,0,0,0,0,0,0,1
100219,0,Cash loans,M,N,Y,315000,2250000,83515.5,2250000,Commercial associate,Higher education,House / apartment,-11177,Core staff,Business Entity Type 3,0,1,0,0,0,0,0
100220,0,Cash loans,F,N,Y,225000,1040985,30568.5,909000,Commercial associate,Higher education,House / apartment,-14823,Sales staff,Self-employed,0,1,0,0,0,0,0
100221,0,Cash loans,F,N,Y,225000,684054,77494.5,630000,Commercial associate,Secondary / secondary special,House / apartment,-23656,Others,Bank,0,1,0,0,0,0,0
100224,0,Cash loans,F,Y,Y,225000,1256400,36864,900000,Commercial associate,Secondary / secondary special,House / apartment,-14091,Others,Business Entity Type 3,0,1,0,0,0,0,0
100225,0,Cash loans,M,Y,N,157500,720000,28552.5,720000,Commercial associate,Secondary / secondary special,With parents,-14144,Sales staff,Self-employed,0,1,0,0,0,0,0
100226,0,Revolving loans,F,N,N,112500,270000,13500,270000,Working,Secondary / secondary special,House / apartment,-13584,Sales staff,Self-employed,0,0,0,0,0,0,0
100227,0,Cash loans,M,N,N,292500,1024740,55719,900000,Working,Higher education,House / apartment,-10010,Managers,Self-employed,0,1,0,0,0,0,0
100228,0,Cash loans,F,N,N,121500,1102500,32364,1102500,State servant,Secondary / secondary special,Municipal apartment,-13957,Laborers,Business Entity Type 2,0,1,0,0,0,0,0
100229,0,Cash loans,F,N,Y,157500,544491,16047,454500,Working,Secondary / secondary special,House / apartment,-17947,Medicine staff,Medicine,0,1,0,0,0,0,0
100230,0,Revolving loans,F,N,N,135000,405000,20250,405000,Working,Secondary / secondary special,House / apartment,-19070,Sales staff,Self-employed,0,0,0,0,0,0,0
100231,0,Cash loans,M,Y,Y,108000,912240,30276,787500,Commercial associate,Secondary / secondary special,House / apartment,-17850,Drivers,Industry: type 3,0,0,0,0,0,0,1
100233,0,Cash loans,F,N,Y,216000,679671,28926,607500,Working,Secondary / secondary special,House / apartment,-18341,Others,Transport: type 4,0,1,0,0,0,0,0
100234,0,Revolving loans,F,N,N,67500,180000,9000,180000,Working,Secondary / secondary special,With parents,-16614,Core staff,Hotel,0,0,0,0,0,0,0
100235,0,Cash loans,F,N,Y,135000,364896,19926,315000,Working,Secondary / secondary special,House / apartment,-15887,Cooking staff,Military,0,1,0,0,0,0,0
100236,0,Cash loans,M,Y,Y,112500,312768,20353.5,270000,Working,Secondary / secondary special,House / apartment,-23187,Laborers,Business Entity Type 2,0,0,0,0,0,0,1
100237,0,Cash loans,F,N,N,144000,1288350,37800,1125000,Working,Secondary / secondary special,Rented apartment,-13803,Core staff,Trade: type 3,0,1,0,0,0,0,0
100238,0,Cash loans,M,Y,Y,135000,781920,50148,675000,Commercial associate,Secondary / secondary special,House / apartment,-12994,Laborers,Business Entity Type 3,0,0,0,0,0,0,1
100239,0,Cash loans,F,N,Y,225000,1483231.5,51687,1354500,Working,Secondary / secondary special,House / apartment,-20191,Accountants,Business Entity Type 3,0,1,0,0,0,0,0
100240,0,Cash loans,M,N,Y,135000,590337,28530,477000,Working,Secondary / secondary special,House / apartment,-11978,Laborers,Housing,0,1,0,0,0,0,0
100242,0,Cash loans,M,Y,Y,90000,101880,10827,90000,Working,Secondary / secondary special,Municipal apartment,-20945,Drivers,Business Entity Type 3,0,0,0,0,0,0,1
100243,0,Cash loans,M,N,Y,112500,161730,13833,135000,Working,Higher education,House / apartment,-9720,Laborers,Business Entity Type 3,0,1,0,0,0,0,0
100244,0,Cash loans,M,N,N,247500,447768,35505,405000,Working,Secondary / secondary special,House / apartment,-17103,Laborers,Industry: type 9,0,1,0,0,0,0,0
100246,1,Cash loans,F,N,Y,135000,495216,26995.5,427500,Working,Secondary / secondary special,House / apartment,-12824,Laborers,Self-employed,0,1,0,0,0,0,0
100247,0,Cash loans,F,N,Y,225000,402939,19381.5,306000,Working,Secondary / secondary special,House / apartment,-19914,Laborers,Business Entity Type 1,0,1,0,0,0,0,0
100248,0,Cash loans,F,N,Y,90000,808650,23643,675000,Pensioner,Secondary / secondary special,House / apartment,-22389,Others,Others,0,0,0,0,1,0,0
100249,0,Cash loans,F,N,Y,67500,76410,4513.5,67500,Working,Secondary / secondary special,House / apartment,-15293,Laborers,Industry: type 3,0,1,0,0,0,0,0
100250,0,Cash loans,F,Y,N,72000,90000,6529.5,90000,Working,Secondary / secondary special,With parents,-11259,Laborers,Business Entity Type 3,0,1,0,0,0,0,0
100251,0,Cash loans,M,Y,Y,202500,270000,14134.5,270000,Working,Secondary / secondary special,House / apartment,-19530,Drivers,Others,0,1,0,0,0,0,0
100252,0,Cash loans,F,N,Y,225000,490495.5,50391,454500,Working,Secondary / secondary special,House / apartment,-17715,Sales staff,Self-employed,0,1,0,0,0,0,0
100254,0,Cash loans,M,Y,Y,292500,1078200,34911,900000,Commercial associate,Higher education,House / apartment,-21646,Drivers,Business Entity Type 3,0,1,0,0,0,0,0
100255,0,Cash loans,M,Y,Y,315000,824544,52825.5,720000,Working,Secondary / secondary special,House / apartment,-15377,Laborers,Business Entity Type 3,0,0,0,0,0,0,1
100257,0,Cash loans,F,N,Y,90000,312768,16119,270000,Pensioner,Secondary / secondary special,House / apartment,-23090,Others,Others,0,1,0,0,0,0,0
100258,0,Cash loans,F,N,Y,135000,81000,9135,81000,Working,Secondary / secondary special,House / apartment,-16273,Cooking staff,Restaurant,0,1,0,0,0,0,0
100259,0,Cash loans,M,Y,Y,180000,427500,21955.5,427500,Pensioner,Secondary / secondary special,House / apartment,-20672,Others,Others,0,1,0,0,0,0,0
100260,0,Cash loans,M,N,Y,180000,180000,20488.5,180000,Working,Higher education,Co-op apartment,-10038,Core staff,Government,0,1,0,0,0,0,0
100261,0,Cash loans,F,N,Y,90000,522000,22243.5,522000,Commercial associate,Secondary / secondary special,House / apartment,-14974,Laborers,Postal,0,1,0,0,0,0,0
100262,0,Cash loans,M,Y,Y,315000,1575000,41548.5,1575000,Working,Secondary / secondary special,House / apartment,-13640,Drivers,Postal,0,1,0,0,0,0,0
100263,0,Cash loans,F,N,Y,108000,585000,32665.5,585000,Pensioner,Higher education,House / apartment,-23456,Others,Others,0,1,0,0,0,0,0
100264,0,Cash loans,F,N,Y,121500,1215000,48186,1215000,Pensioner,Higher education,House / apartment,-23037,Others,Others,0,1,0,0,0,0,0
100265,0,Cash loans,F,N,Y,112500,723996,34960.5,585000,Commercial associate,Secondary / secondary special,House / apartment,-8302,Sales staff,Self-employed,0,1,0,0,0,0,0
100266,0,Cash loans,F,N,N,157500,1256400,36864,900000,Commercial associate,Secondary / secondary special,Municipal apartment,-18810,Others,Business Entity Type 3,0,1,0,0,0,0,0
100267,0,Cash loans,M,N,Y,225000,675000,17937,675000,Commercial associate,Higher education,House / apartment,-13685,Managers,Business Entity Type 3,0,1,0,0,0,0,0
100268,0,Cash loans,F,N,N,85500,225000,18040.5,225000,Working,Secondary / secondary special,House / apartment,-10571,Laborers,Business Entity Type 3,0,1,0,0,0,0,0
100269,0,Cash loans,M,N,Y,180000,427450.5,23319,369000,Commercial associate,Secondary / secondary special,House / apartment,-11180,Laborers,Business Entity Type 3,0,1,0,0,0,0,0
100270,0,Revolving loans,F,N,Y,90000,337500,16875,337500,Pensioner,Higher education,House / apartment,-21497,Others,Others,0,0,0,0,0,0,0
100272,0,Revolving loans,F,N,Y,135000,180000,9000,180000,Working,Secondary / secondary special,House / apartment,-9135,Sales staff,Business Entity Type 2,0,0,0,0,0,0,0
100273,1,Cash loans,F,N,Y,157500,1710000,66262.5,1710000,Working,Secondary / secondary special,House / apartment,-23127,Medicine staff,Others,0,0,0,0,0,0,0
100274,0,Cash loans,M,Y,Y,308250,1305000,38281.5,1305000,Working,Secondary / secondary special,House / apartment,-15612,Drivers,Self-employed,0,0,0,0,0,0,1
100275,0,Cash loans,F,Y,Y,108000,646920,18670.5,540000,Pensioner,Secondary / secondary special,House / apartment,-23650,Others,Others,0,0,0,0,1,0,0
100276,0,Cash loans,F,Y,Y,135000,497520,39438,450000,Working,Secondary / secondary special,House / apartment,-12246,Private service staff,Services,0,1,0,0,0,0,0
100277,0,Cash loans,M,Y,N,67500,364896,16200,315000,Pensioner,Secondary / secondary special,House / apartment,-21812,Others,Others,0,0,0,0,0,0,1
100279,0,Cash loans,M,N,Y,180000,254700,16407,225000,Pensioner,Secondary / secondary special,House / apartment,-23946,Others,Others,0,0,0,0,1,0,0
100281,0,Cash loans,F,N,Y,112500,675000,21906,675000,Commercial associate,Secondary / secondary special,House / apartment,-17957,Sales staff,Self-employed,0,1,0,0,0,0,0
100282,1,Revolving loans,F,Y,Y,73341,135000,6750,135000,Commercial associate,Higher education,House / apartment,-9157,Managers,Insurance,0,0,0,0,0,0,0
100283,0,Cash loans,F,N,Y,135000,747000,38268,747000,Commercial associate,Secondary / secondary special,House / apartment,-12585,Sales staff,Self-employed,0,1,0,0,0,0,0
100284,0,Cash loans,M,Y,Y,180000,675000,29862,675000,Working,Higher education,With parents,-14445,Laborers,Business Entity Type 3,0,1,0,0,0,0,0
100285,0,Revolving loans,F,N,Y,112500,180000,9000,180000,Working,Secondary / secondary special,Rented apartment,-10755,Cooking staff,Self-employed,0,0,0,0,0,0,0
100286,1,Cash loans,M,Y,Y,121500,263686.5,17298,238500,Working,Secondary / secondary special,House / apartment,-17847,Drivers,Business Entity Type 3,0,1,0,0,0,0,0
100287,0,Cash loans,F,N,Y,202500,225000,22383,225000,Pensioner,Higher education,House / apartment,-24891,Others,Others,0,1,0,0,0,0,0
100288,0,Cash loans,F,N,N,157500,450000,21888,450000,Working,Secondary / secondary special,House / apartment,-9907,Laborers,Others,0,1,0,0,0,0,0
100289,0,Cash loans,M,Y,N,202500,526491,26878.5,454500,Working,Higher education,House / apartment,-14811,Managers,Transport: type 4,0,1,0,0,0,0,0
100290,0,Cash loans,M,N,N,135000,224136,17707.5,198000,Working,Secondary / secondary special,House / apartment,-14726,Core staff,Business Entity Type 3,0,1,0,0,0,0,0
100291,0,Cash loans,F,N,N,153000,292500,14355,292500,Working,Incomplete higher,House / apartment,-11881,Sales staff,Self-employed,0,1,0,0,0,0,0
100292,0,Cash loans,F,N,Y,202500,675000,29862,675000,Pensioner,Secondary / secondary special,House / apartment,-21185,Others,Others,0,1,0,0,0,0,0
100293,0,Cash loans,F,N,Y,202500,1271281.5,65956.5,1201500,Working,Higher education,House / apartment,-14247,Managers,Transport: type 4,0,1,0,0,0,0,0
100294,0,Cash loans,F,N,Y,157500,835380,35392.5,675000,Commercial associate,Secondary / secondary special,House / apartment,-20984,Core staff,Transport: type 2,0,0,0,0,1,0,0
100295,1,Cash loans,M,Y,N,225000,1019205,31032,774000,Commercial associate,Secondary / secondary special,House / apartment,-11356,Laborers,Business Entity Type 3,0,1,0,0,0,0,0
100296,0,Cash loans,M,N,Y,225000,223884,24241.5,202500,Commercial associate,Secondary / secondary special,House / apartment,-17186,Drivers,Business Entity Type 3,0,0,0,0,0,0,1
100297,0,Cash loans,M,Y,N,135000,334152,17059.5,270000,Working,Secondary / secondary special,House / apartment,-10427,Drivers,Self-employed,0,0,0,0,0,0,1
100298,0,Cash loans,F,N,Y,270000,473760,48676.5,450000,Working,Secondary / secondary special,House / apartment,-16223,Managers,Self-employed,0,1,0,0,0,0,0
100299,0,Revolving loans,F,N,Y,112500,540000,27000,540000,State servant,Secondary / secondary special,House / apartment,-19045,Medicine staff,Medicine,0,0,0,0,0,0,0
100300,1,Cash loans,M,N,N,63000,426645,22468.5,324000,Commercial associate,Secondary / secondary special,House / apartment,-12209,Sales staff,Trade: type 3,0,1,0,0,0,0,0
100301,1,Cash loans,M,N,Y,112500,571486.5,31131,454500,Working,Secondary / secondary special,House / apartment,-8292,Laborers,Business Entity Type 3,0,0,0,0,0,0,1
100302,0,Cash loans,F,N,Y,180000,187704,9256.5,148500,Working,Secondary / secondary special,House / apartment,-9105,Sales staff,Bank,0,1,0,0,0,0,0
100303,0,Cash loans,F,N,Y,292500,254700,15709.5,225000,Pensioner,Secondary / secondary special,House / apartment,-24006,Others,Others,0,0,0,0,1,0,0
100304,0,Revolving loans,F,N,Y,225000,675000,33750,675000,Working,Secondary / secondary special,House / apartment,-22794,Others,Business Entity Type 3,0,0,0,0,0,0,0
100305,0,Cash loans,M,Y,Y,135000,237024,15970.5,180000,Working,Incomplete higher,House / apartment,-9011,Sales staff,Business Entity Type 3,0,0,0,0,0,0,1
100307,0,Cash loans,M,N,Y,225000,451804.5,35824.5,369000,State servant,Secondary / secondary special,House / apartment,-16546,Managers,Military,0,0,0,0,0,0,1
100308,0,Cash loans,M,N,N,157500,208512,21892.5,180000,Working,Higher education,House / apartment,-14534,Sales staff,Business Entity Type 3,0,0,0,0,0,0,1
100309,0,Cash loans,F,N,Y,157500,263686.5,15268.5,238500,State servant,Secondary / secondary special,House / apartment,-16098,Laborers,Postal,0,1,0,0,0,0,0
100310,0,Cash loans,M,N,N,180000,1071000,31315.5,1071000,Working,Higher education,Rented apartment,-14659,Others,Business Entity Type 3,0,1,0,0,0,0,0
100313,0,Cash loans,F,N,Y,87750,1206954,35419.5,945000,Pensioner,Higher education,House / apartment,-22510,Others,Others,0,0,0,1,0,0,0
100314,0,Cash loans,M,N,N,292500,239850,25960.5,225000,Working,Secondary / secondary special,House / apartment,-10788,Laborers,Self-employed,0,1,0,0,0,0,0
100315,0,Cash loans,F,Y,Y,121500,288873,21064.5,238500,Working,Higher education,House / apartment,-10203,Sales staff,Business Entity Type 2,0,1,0,0,0,0,0
100316,0,Cash loans,F,N,Y,67500,622413,26500.5,495000,Working,Secondary / secondary special,House / apartment,-15076,Core staff,Medicine,0,1,0,0,0,0,0
100317,0,Cash loans,F,N,Y,180000,630000,30438,630000,Working,Higher education,House / apartment,-17013,Core staff,School,0,1,0,0,0,0,0
100318,0,Cash loans,F,N,N,90000,381528,12109.5,315000,Working,Higher education,House / apartment,-9627,Core staff,Trade: type 7,0,0,0,0,0,0,0
100319,0,Cash loans,F,N,Y,135000,781920,32868,675000,Commercial associate,Higher education,House / apartment,-11631,Others,Business Entity Type 3,0,1,0,0,0,0,0
100320,0,Cash loans,M,Y,Y,225000,481855.5,49374,463500,Working,Secondary / secondary special,House / apartment,-11996,High skill tech staff,Construction,0,1,0,0,0,0,0
100321,0,Cash loans,M,Y,N,270000,521280,31500,450000,Commercial associate,Secondary / secondary special,House / apartment,-13534,Others,Business Entity Type 3,0,1,0,0,0,0,0
100322,0,Cash loans,M,Y,Y,225000,254700,26874,225000,Working,Secondary / secondary special,House / apartment,-19297,Laborers,Business Entity Type 3,0,1,0,0,0,0,0
100323,0,Cash loans,M,Y,Y,450000,1575000,55800,1575000,Commercial associate,Higher education,House / apartment,-18213,Managers,Business Entity Type 3,0,0,0,0,0,0,1
100324,0,Cash loans,F,Y,Y,112500,152820,18265.5,135000,Commercial associate,Secondary / secondary special,House / apartment,-10471,Sales staff,Self-employed,0,1,0,0,0,0,0
100325,0,Cash loans,F,N,Y,135000,640080,31261.5,450000,State servant,Secondary / secondary special,House / apartment,-20385,Laborers,Construction,0,1,0,0,0,0,0
100326,1,Cash loans,M,Y,Y,36000,284400,10849.5,225000,Pensioner,Secondary / secondary special,House / apartment,-22078,Others,Others,0,1,0,0,0,0,0
100327,0,Cash loans,M,Y,Y,180000,407727,32341.5,333000,Working,Secondary / secondary special,House / apartment,-20317,Others,Business Entity Type 3,0,1,0,0,0,0,0
100328,0,Cash loans,F,N,N,171000,1270746,42124.5,1138500,State servant,Secondary / secondary special,House / apartment,-15864,Core staff,Medicine,0,1,0,0,0,0,0
100329,0,Cash loans,F,Y,Y,135000,247275,17716.5,225000,Working,Secondary / secondary special,House / apartment,-19997,Others,Business Entity Type 3,0,1,0,0,0,0,0
100332,0,Cash loans,F,N,Y,157500,545040,20677.5,450000,Pensioner,Secondary / secondary special,House / apartment,-23444,Others,Others,0,1,0,0,0,0,0
100333,0,Cash loans,F,N,Y,382500,450000,30204,450000,Commercial associate,Incomplete higher,House / apartment,-10442,Core staff,Bank,0,1,0,0,0,0,0
100334,0,Cash loans,M,N,Y,90000,101880,10939.5,90000,Working,Secondary / secondary special,House / apartment,-18665,Security staff,Others,0,0,0,0,0,0,1
100335,0,Cash loans,F,N,Y,63000,675000,19737,675000,Pensioner,Secondary / secondary special,House / apartment,-23420,Others,Others,0,0,0,0,1,0,0
100336,1,Cash loans,F,Y,Y,157500,497520,28692,450000,Commercial associate,Secondary / secondary special,House / apartment,-13989,Laborers,Industry: type 3,0,1,0,0,0,0,0
100337,0,Cash loans,F,N,Y,270000,545040,26640,450000,Commercial associate,Higher education,House / apartment,-9324,Realty agents,Business Entity Type 3,0,0,0,1,0,0,0
100338,0,Cash loans,F,N,N,270000,630000,23274,630000,Working,Secondary / secondary special,House / apartment,-21292,High skill tech staff,Trade: type 6,0,1,0,0,0,0,0
100339,0,Revolving loans,M,N,Y,166500,495000,24750,495000,Commercial associate,Secondary / secondary special,House / apartment,-21535,Laborers,Business Entity Type 3,0,0,0,0,0,0,0
100340,0,Cash loans,F,N,N,202500,787131,44082,679500,Commercial associate,Secondary / secondary special,House / apartment,-13080,High skill tech staff,Transport: type 4,0,1,0,0,0,0,0
100341,0,Cash loans,M,Y,Y,76500,545040,20677.5,450000,Working,Secondary / secondary special,House / apartment,-20348,Laborers,Industry: type 2,0,1,0,0,0,0,0
100342,0,Cash loans,M,N,N,90000,101880,10827,90000,Working,Secondary / secondary special,With parents,-8400,Laborers,Business Entity Type 3,0,1,0,0,0,0,0
100343,0,Cash loans,M,Y,Y,315000,90000,4504.5,90000,Working,Secondary / secondary special,With parents,-10935,Drivers,Business Entity Type 3,0,0,0,0,0,0,1
